ORDERNUMBER,QUANTITYORDERED,SALES,ORDERDATE,PRODUCTLINE
10391,42,7,3/9/2019 0:00,Vintage Cars
10422,25,6,5/30/2019 0:00,Vintage Cars
10110,37,5433.08,3/18/2003 0:00,Classic Cars
10123,26,3073.72,5/20/2003 0:00,Classic Cars
10137,44,4380.2,7/10/2003 0:00,Classic Cars
10148,47,5848.68,9/11/2003 0:00,Classic Cars
10161,43,6153.73,10/17/2003 0:00,Classic Cars
10172,42,4965.24,11/5/2003 0:00,Classic Cars
10181,42,5435.64,11/12/2003 0:00,Classic Cars
10192,29,4258.36,11/20/2003 0:00,Classic Cars
10204,40,4032,12/2/2003 0:00,Classic Cars
10212,38,8,1/16/2018 0:00,Classic Cars
10226,38,8,2/26/2018 0:00,Classic Cars
10241,21,8,4/13/2018 0:00,Classic Cars
10253,24,8,6/1/2018 0:00,Classic Cars
10266,36,8,7/6/2018 0:00,Classic Cars
10278,23,8,8/6/2018 0:00,Classic Cars
10288,20,8,9/1/2018 0:00,Classic Cars
10301,32,3424.64,10/5/2003 0:00,Classic Cars
10311,29,8,10/16/2018 0:00,Classic Cars
10321,44,8,11/4/2018 0:00,Classic Cars
10331,44,8,11/17/2018 0:00,Classic Cars
10343,36,8,11/24/2018 0:00,Classic Cars
10367,49,7,1/12/2019 0:00,Classic Cars
10378,34,7,2/10/2019 0:00,Classic Cars
10407,59,7,4/22/2019 0:00,Classic Cars
10419,37,6,5/17/2019 0:00,Classic Cars
10106,36,5279.4,2/17/2003 0:00,Planes
10119,43,6916.12,4/28/2003 0:00,Planes
10131,21,2781.66,6/16/2003 0:00,Planes
10143,32,5248,8/10/2003 0:00,Planes
10155,38,6531.44,10/6/2003 0:00,Planes
10167,43,5763.72,10/23/2003 0:00,Planes
10178,42,6490.68,11/8/2003 0:00,Planes
10186,32,6004.8,11/14/2003 0:00,Planes
10198,42,7483.98,11/27/2003 0:00,Planes
10210,31,8,1/12/2018 0:00,Planes
10222,49,8,2/19/2018 0:00,Planes
10250,45,8,5/11/2018 0:00,Planes
10262,49,8,6/24/2018 0:00,Planes
10274,41,8,7/21/2018 0:00,Planes
10284,45,8,8/21/2018 0:00,Planes
10296,36,8,9/15/2018 0:00,Planes
10307,39,8,10/14/2018 0:00,Planes
10316,27,8,11/1/2018 0:00,Planes
10327,25,8,11/10/2018 0:00,Planes
10338,41,8,11/22/2018 0:00,Planes
10351,39,8,12/3/2018 0:00,Planes
10373,28,7,1/31/2019 0:00,Planes
10386,25,7,3/1/2019 0:00,Planes
10398,33,7,3/30/2019 0:00,Planes
10400,34,7,4/1/2019 0:00,Planes
10416,24,6,5/10/2019 0:00,Planes
10100,30,5151,1/6/2003 0:00,Vintage Cars
10110,42,6069,3/18/2003 0:00,Vintage Cars
10124,21,2856,5/21/2003 0:00,Vintage Cars
10149,34,5375.4,9/12/2003 0:00,Vintage Cars
10162,29,5176.5,10/18/2003 0:00,Vintage Cars
10173,24,3508.8,11/5/2003 0:00,Vintage Cars
10182,44,7554.8,11/12/2003 0:00,Vintage Cars
10193,21,3141.6,11/21/2003 0:00,Vintage Cars
10204,33,5890.5,12/2/2003 0:00,Vintage Cars
10214,30,8,1/26/2018 0:00,Vintage Cars
10227,26,8,3/2/2018 0:00,Vintage Cars
10241,41,8,4/13/2018 0:00,Vintage Cars
10280,26,8,8/17/2018 0:00,Vintage Cars
10288,32,8,9/1/2018 0:00,Vintage Cars
10302,43,7310,10/6/2003 0:00,Vintage Cars
10312,48,8,10/21/2018 0:00,Vintage Cars
10331,44,8,11/17/2018 0:00,Vintage Cars
10344,45,8,11/25/2018 0:00,Vintage Cars
10367,37,7,1/12/2019 0:00,Vintage Cars
10379,39,7,2/10/2019 0:00,Vintage Cars
10407,76,7,4/22/2019 0:00,Vintage Cars
10420,37,6,5/29/2019 0:00,Vintage Cars
10108,38,3130.82,3/3/2003 0:00,Classic Cars
10122,43,3112.34,5/8/2003 0:00,Classic Cars
10135,48,3806.88,7/2/2003 0:00,Classic Cars
10147,26,2142.14,9/5/2003 0:00,Classic Cars
10160,38,3364.9,10/11/2003 0:00,Classic Cars
10170,20,1262.8,11/4/2003 0:00,Classic Cars
10181,22,1626.24,11/12/2003 0:00,Classic Cars
10192,45,4088.7,11/20/2003 0:00,Classic Cars
10203,45,3846.15,12/2/2003 0:00,Classic Cars
10212,20,8,1/16/2018 0:00,Classic Cars
10225,47,8,2/22/2018 0:00,Classic Cars
10239,46,8,4/12/2018 0:00,Classic Cars
10253,23,8,6/1/2018 0:00,Classic Cars
10266,33,8,7/6/2018 0:00,Classic Cars
10278,29,8,8/6/2018 0:00,Classic Cars
10287,44,8,8/30/2018 0:00,Classic Cars
10300,41,3788.4,10/4/2003 0:00,Classic Cars
10310,20,8,10/16/2018 0:00,Classic Cars
10321,37,8,11/4/2018 0:00,Classic Cars
10329,29,8,11/15/2018 0:00,Classic Cars
10342,55,8,11/24/2018 0:00,Classic Cars
10363,22,7,1/6/2019 0:00,Classic Cars
10377,31,7,2/9/2019 0:00,Classic Cars
10389,49,7,3/3/2019 0:00,Classic Cars
10405,61,7,4/14/2019 0:00,Classic Cars
10419,39,6,5/17/2019 0:00,Classic Cars
10109,38,4432.7,3/10/2003 0:00,Classic Cars
10122,31,4100.99,5/8/2003 0:00,Classic Cars
10136,36,5274.72,7/4/2003 0:00,Classic Cars
10148,25,4232,9/11/2003 0:00,Classic Cars
10161,48,6145.44,10/17/2003 0:00,Classic Cars
10171,35,4680.2,11/5/2003 0:00,Classic Cars
10181,21,3286.08,11/12/2003 0:00,Classic Cars
10192,47,7421.3,11/20/2003 0:00,Classic Cars
10204,38,6432.64,12/2/2003 0:00,Classic Cars
10212,41,8,1/16/2018 0:00,Classic Cars
10226,24,8,2/26/2018 0:00,Classic Cars
10240,37,8,4/13/2018 0:00,Classic Cars
10253,33,8,6/1/2018 0:00,Classic Cars
10266,49,8,7/6/2018 0:00,Classic Cars
10278,29,8,8/6/2018 0:00,Classic Cars
10287,24,8,8/30/2018 0:00,Classic Cars
10301,47,7488.04,10/5/2003 0:00,Classic Cars
10310,24,8,10/16/2018 0:00,Classic Cars
10321,25,8,11/4/2018 0:00,Classic Cars
10331,30,8,11/17/2018 0:00,Classic Cars
10342,22,8,11/24/2018 0:00,Classic Cars
10356,27,8,12/9/2018 0:00,Classic Cars
10366,34,7,1/10/2019 0:00,Classic Cars
10377,36,7,2/9/2019 0:00,Classic Cars
10390,34,7,3/4/2019 0:00,Classic Cars
10406,48,7,4/15/2019 0:00,Classic Cars
10419,34,6,5/17/2019 0:00,Classic Cars
10104,24,3457.92,1/31/2003 0:00,Classic Cars
10115,46,7381.16,4/4/2003 0:00,Classic Cars
10127,45,7146.9,6/3/2003 0:00,Classic Cars
10141,39,5938.53,8/1/2003 0:00,Classic Cars
10151,43,7110.91,9/21/2003 0:00,Classic Cars
10165,29,5032.95,10/22/2003 0:00,Classic Cars
10176,20,3667.6,11/6/2003 0:00,Classic Cars
10184,46,7381.16,11/14/2003 0:00,Classic Cars
10195,27,5128.11,11/25/2003 0:00,Classic Cars
10207,44,7060.24,12/9/2003 0:00,Classic Cars
10219,43,8,2/10/2018 0:00,Classic Cars
10230,49,8,3/15/2018 0:00,Classic Cars
10246,40,8,5/5/2018 0:00,Classic Cars
10259,30,8,6/15/2018 0:00,Classic Cars
10271,50,8,7/20/2018 0:00,Classic Cars
10282,23,8,8/20/2018 0:00,Classic Cars
10292,26,8,9/8/2018 0:00,Classic Cars
10305,27,8,10/13/2018 0:00,Classic Cars
10314,42,8,10/22/2018 0:00,Classic Cars
10324,47,8,11/5/2018 0:00,Classic Cars
10336,49,8,11/20/2018 0:00,Classic Cars
10349,38,8,12/1/2018 0:00,Classic Cars
10358,20,8,12/10/2018 0:00,Classic Cars
10371,25,7,1/23/2019 0:00,Classic Cars
10382,25,7,2/17/2019 0:00,Classic Cars
10412,41,6,5/3/2019 0:00,Classic Cars
10425,28,6,5/31/2019 0:00,Classic Cars
10100,50,3390,1/6/2003 0:00,Vintage Cars
10110,32,1608,3/18/2003 0:00,Vintage Cars
10124,42,2262.96,5/21/2003 0:00,Vintage Cars
10149,24,1496.64,9/12/2003 0:00,Vintage Cars
10162,27,1879.74,10/18/2003 0:00,Vintage Cars
10173,26,1495.26,11/5/2003 0:00,Vintage Cars
10182,38,2323.7,11/12/2003 0:00,Vintage Cars
10193,42,2491.86,11/21/2003 0:00,Vintage Cars
10204,23,1643.12,12/2/2003 0:00,Vintage Cars
10214,21,8,1/26/2018 0:00,Vintage Cars
10227,28,8,3/2/2018 0:00,Vintage Cars
10241,33,8,4/13/2018 0:00,Vintage Cars
10280,25,8,8/17/2018 0:00,Vintage Cars
10288,28,8,9/1/2018 0:00,Vintage Cars
10303,46,8,10/6/2018 0:00,Vintage Cars
10312,30,8,10/21/2018 0:00,Vintage Cars
10332,38,8,11/17/2018 0:00,Vintage Cars
10344,40,8,11/25/2018 0:00,Vintage Cars
10367,45,7,1/12/2019 0:00,Vintage Cars
10379,27,7,2/10/2019 0:00,Vintage Cars
10407,42,7,4/22/2019 0:00,Vintage Cars
10420,36,6,5/29/2019 0:00,Vintage Cars
10104,29,3772.61,1/31/2003 0:00,Trucks and Buses
10114,39,4164.42,4/1/2003 0:00,Trucks and Buses
10127,45,6295.95,6/3/2003 0:00,Trucks and Buses
10141,47,6287.66,8/1/2003 0:00,Trucks and Buses
10151,49,5412.54,9/21/2003 0:00,Trucks and Buses
10165,46,5984.14,10/22/2003 0:00,Trucks and Buses
10175,48,5891.04,11/6/2003 0:00,Trucks and Buses
10184,46,5984.14,11/14/2003 0:00,Trucks and Buses
10195,35,3608.15,11/25/2003 0:00,Trucks and Buses
10207,43,5752.54,12/9/2003 0:00,Trucks and Buses
10229,26,8,3/11/2018 0:00,Trucks and Buses
10246,22,8,5/5/2018 0:00,Trucks and Buses
10259,34,8,6/15/2018 0:00,Trucks and Buses
10271,50,8,7/20/2018 0:00,Trucks and Buses
10281,48,8,8/19/2018 0:00,Trucks and Buses
10292,41,8,9/8/2018 0:00,Trucks and Buses
10305,36,8,10/13/2018 0:00,Trucks and Buses
10313,29,8,10/22/2018 0:00,Trucks and Buses
10324,33,8,11/5/2018 0:00,Trucks and Buses
10334,46,8,11/19/2018 0:00,Trucks and Buses
10349,38,8,12/1/2018 0:00,Trucks and Buses
10358,20,8,12/10/2018 0:00,Trucks and Buses
10370,22,7,1/20/2019 0:00,Trucks and Buses
10383,27,7,2/22/2019 0:00,Trucks and Buses
10412,56,6,5/3/2019 0:00,Trucks and Buses
10425,38,6,5/31/2019 0:00,Trucks and Buses
10101,25,3782,1/9/2003 0:00,Vintage Cars
10110,33,3859.68,3/18/2003 0:00,Vintage Cars
10124,42,4431.84,5/21/2003 0:00,Vintage Cars
10149,33,4950.33,9/12/2003 0:00,Vintage Cars
10162,38,4299.7,10/18/2003 0:00,Vintage Cars
10173,31,4492.83,11/5/2003 0:00,Vintage Cars
10182,20,2212,11/12/2003 0:00,Vintage Cars
10193,44,4642.88,11/21/2003 0:00,Vintage Cars
10204,26,3206.32,12/2/2003 0:00,Vintage Cars
10214,27,8,1/26/2018 0:00,Vintage Cars
10227,46,8,3/2/2018 0:00,Vintage Cars
10243,47,8,4/26/2018 0:00,Vintage Cars
10280,37,8,8/17/2018 0:00,Vintage Cars
10288,31,8,9/1/2018 0:00,Vintage Cars
10304,24,8,10/11/2018 0:00,Vintage Cars
10312,31,8,10/21/2018 0:00,Vintage Cars
10322,50,8,11/4/2018 0:00,Vintage Cars
10332,35,8,11/17/2018 0:00,Vintage Cars
10344,30,8,11/25/2018 0:00,Vintage Cars
10356,29,8,12/9/2018 0:00,Vintage Cars
10367,27,7,1/12/2019 0:00,Vintage Cars
10380,40,7,2/16/2019 0:00,Vintage Cars
10390,31,7,3/4/2019 0:00,Vintage Cars
10409,6,7,4/23/2019 0:00,Vintage Cars
10420,45,6,5/29/2019 0:00,Vintage Cars
10103,22,1189.98,1/29/2003 0:00,Trucks and Buses
10114,45,3090.15,4/1/2003 0:00,Trucks and Buses
10126,43,2795.86,5/28/2003 0:00,Trucks and Buses
10140,46,2851.54,7/24/2003 0:00,Trucks and Buses
10151,39,2701.92,9/21/2003 0:00,Trucks and Buses
10165,31,2204.1,10/22/2003 0:00,Trucks and Buses
10175,41,2840.48,11/6/2003 0:00,Trucks and Buses
10184,44,2647.04,11/14/2003 0:00,Trucks and Buses
10194,45,3172.05,11/25/2003 0:00,Trucks and Buses
10207,37,2585.93,12/9/2003 0:00,Trucks and Buses
10217,35,8,2/4/2018 0:00,Trucks and Buses
10229,28,8,3/11/2018 0:00,Trucks and Buses
10246,30,8,5/5/2018 0:00,Trucks and Buses
10259,30,8,6/15/2018 0:00,Trucks and Buses
10271,25,8,7/20/2018 0:00,Trucks and Buses
10281,29,8,8/19/2018 0:00,Trucks and Buses
10291,26,8,9/8/2018 0:00,Trucks and Buses
10305,41,8,10/13/2018 0:00,Trucks and Buses
10313,34,8,10/22/2018 0:00,Trucks and Buses
10322,35,8,11/4/2018 0:00,Trucks and Buses
10334,34,8,11/19/2018 0:00,Trucks and Buses
10347,50,8,11/29/2018 0:00,Trucks and Buses
10357,41,8,12/10/2018 0:00,Trucks and Buses
10370,22,7,1/20/2019 0:00,Trucks and Buses
10381,35,7,2/17/2019 0:00,Trucks and Buses
10391,44,7,3/9/2019 0:00,Trucks and Buses
10412,47,6,5/3/2019 0:00,Trucks and Buses
10425,19,6,5/31/2019 0:00,Trucks and Buses
10106,34,3073.26,2/17/2003 0:00,Planes
10120,29,2082.49,4/29/2003 0:00,Planes
10133,49,3394.23,6/27/2003 0:00,Planes
10145,30,2559.6,8/25/2003 0:00,Planes
10168,21,1490.16,10/28/2003 0:00,Planes
10210,50,8,1/12/2018 0:00,Planes
10223,47,8,2/20/2018 0:00,Planes
10235,24,8,4/2/2018 0:00,Planes
10250,27,8,5/11/2018 0:00,Planes
10263,33,8,6/28/2018 0:00,Planes
10275,35,8,7/23/2018 0:00,Planes
10284,31,8,8/21/2018 0:00,Planes
10297,25,8,9/16/2018 0:00,Planes
10308,27,8,10/15/2018 0:00,Planes
10318,31,8,11/2/2018 0:00,Planes
10327,45,8,11/10/2018 0:00,Planes
10339,27,8,11/23/2018 0:00,Planes
10353,27,8,12/4/2018 0:00,Planes
10374,42,7,2/2/2019 0:00,Planes
10386,21,7,3/1/2019 0:00,Planes
10398,34,7,3/30/2019 0:00,Planes
10401,42,7,4/3/2019 0:00,Planes
10416,15,6,5/10/2019 0:00,Planes
10107,29,2055.23,2/24/2003 0:00,Motorcycles
10120,46,2674.9,4/29/2003 0:00,Motorcycles
10134,30,1853.4,7/1/2003 0:00,Motorcycles
10145,30,1490.1,8/25/2003 0:00,Motorcycles
10159,42,2162.16,10/10/2003 0:00,Motorcycles
10168,46,2814.28,10/28/2003 0:00,Motorcycles
10180,25,1605,11/11/2003 0:00,Motorcycles
10188,32,2093.44,11/18/2003 0:00,Motorcycles
10201,30,1944.3,12/1/2003 0:00,Motorcycles
10210,40,8,1/12/2018 0:00,Motorcycles
10223,28,8,2/20/2018 0:00,Motorcycles
10236,23,8,4/3/2018 0:00,Motorcycles
10251,29,8,5/18/2018 0:00,Motorcycles
10263,34,8,6/28/2018 0:00,Motorcycles
10275,37,8,7/23/2018 0:00,Motorcycles
10285,20,8,8/27/2018 0:00,Motorcycles
10298,32,8,9/27/2018 0:00,Motorcycles
10308,34,8,10/15/2018 0:00,Motorcycles
10318,42,8,11/2/2018 0:00,Motorcycles
10329,38,8,11/15/2018 0:00,Motorcycles
10339,30,8,11/23/2018 0:00,Motorcycles
10362,23,7,1/5/2019 0:00,Motorcycles
10374,22,7,2/2/2019 0:00,Motorcycles
10389,39,7,3/3/2019 0:00,Motorcycles
10402,55,7,4/7/2019 0:00,Motorcycles
10417,36,6,5/13/2019 0:00,Motorcycles
10101,26,3773.38,1/9/2003 0:00,Vintage Cars
10110,31,5074.39,3/18/2003 0:00,Vintage Cars
10125,34,6483.46,5/21/2003 0:00,Vintage Cars
10139,41,7956.46,7/16/2003 0:00,Vintage Cars
10149,23,4230.62,9/12/2003 0:00,Vintage Cars
10162,48,7209.12,10/18/2003 0:00,Vintage Cars
10173,22,3452.68,11/5/2003 0:00,Vintage Cars
10182,21,3047.73,11/12/2003 0:00,Vintage Cars
10193,22,3675.32,11/21/2003 0:00,Vintage Cars
10205,40,7492.4,12/3/2003 0:00,Vintage Cars
10214,50,8,1/26/2018 0:00,Vintage Cars
10227,29,8,3/2/2018 0:00,Vintage Cars
10244,43,8,4/29/2018 0:00,Vintage Cars
10255,24,8,6/4/2018 0:00,Vintage Cars
10280,22,8,8/17/2018 0:00,Vintage Cars
10289,43,8,9/3/2018 0:00,Vintage Cars
10304,20,8,10/11/2018 0:00,Vintage Cars
10312,25,8,10/21/2018 0:00,Vintage Cars
10322,36,8,11/4/2018 0:00,Vintage Cars
10332,24,8,11/17/2018 0:00,Vintage Cars
10347,21,8,11/29/2018 0:00,Vintage Cars
10356,30,8,12/9/2018 0:00,Vintage Cars
10367,32,7,1/12/2019 0:00,Vintage Cars
10380,21,7,2/16/2019 0:00,Vintage Cars
10390,26,7,3/4/2019 0:00,Vintage Cars
10421,35,6,5/29/2019 0:00,Vintage Cars
10109,26,3157.44,3/10/2003 0:00,Classic Cars
10123,46,5161.2,5/20/2003 0:00,Classic Cars
10137,37,4346.76,7/10/2003 0:00,Classic Cars
10148,27,3528.36,9/11/2003 0:00,Classic Cars
10161,23,3187.8,10/17/2003 0:00,Classic Cars
10172,39,6023.16,11/5/2003 0:00,Classic Cars
10181,27,3884.76,11/12/2003 0:00,Classic Cars
10192,38,4965.84,11/20/2003 0:00,Classic Cars
10204,27,4169.88,12/2/2003 0:00,Classic Cars
10212,40,8,1/16/2018 0:00,Classic Cars
10226,24,8,2/26/2018 0:00,Classic Cars
10241,44,8,4/13/2018 0:00,Classic Cars
10253,37,8,6/1/2018 0:00,Classic Cars
10266,20,8,7/6/2018 0:00,Classic Cars
10278,39,8,8/6/2018 0:00,Classic Cars
10287,44,8,8/30/2018 0:00,Classic Cars
10301,22,3223.44,10/5/2003 0:00,Classic Cars
10311,43,8,10/16/2018 0:00,Classic Cars
10321,27,8,11/4/2018 0:00,Classic Cars
10331,26,8,11/17/2018 0:00,Classic Cars
10343,25,8,11/24/2018 0:00,Classic Cars
10366,49,7,1/10/2019 0:00,Classic Cars
10379,29,7,2/10/2019 0:00,Classic Cars
10407,41,7,4/22/2019 0:00,Classic Cars
10419,55,6,5/17/2019 0:00,Classic Cars
10103,27,2242.89,1/29/2003 0:00,Vintage Cars
10112,23,2539.89,3/24/2003 0:00,Vintage Cars
10126,31,2795.27,5/28/2003 0:00,Vintage Cars
10139,46,5545.76,7/16/2003 0:00,Vintage Cars
10150,47,4285.46,9/19/2003 0:00,Vintage Cars
10163,31,3329.09,10/20/2003 0:00,Vintage Cars
10174,46,5592.22,11/6/2003 0:00,Vintage Cars
10183,37,3298.55,11/13/2003 0:00,Vintage Cars
10193,28,2609.88,11/21/2003 0:00,Vintage Cars
10206,37,3336.29,12/5/2003 0:00,Vintage Cars
10215,49,8,1/29/2018 0:00,Vintage Cars
10228,24,8,3/10/2018 0:00,Vintage Cars
10244,30,8,4/29/2018 0:00,Vintage Cars
10257,50,8,6/14/2018 0:00,Vintage Cars
10270,31,8,7/19/2018 0:00,Vintage Cars
10280,46,8,8/17/2018 0:00,Vintage Cars
10291,47,8,9/8/2018 0:00,Vintage Cars
10304,46,8,10/11/2018 0:00,Vintage Cars
10312,37,8,10/21/2018 0:00,Vintage Cars
10322,33,8,11/4/2018 0:00,Vintage Cars
10333,31,8,11/18/2018 0:00,Vintage Cars
10347,48,8,11/29/2018 0:00,Vintage Cars
10357,41,8,12/10/2018 0:00,Vintage Cars
10369,42,7,1/20/2019 0:00,Vintage Cars
10381,41,7,2/17/2019 0:00,Vintage Cars
10391,32,7,3/9/2019 0:00,Vintage Cars
10423,10,6,5/30/2019 0:00,Vintage Cars
10103,35,2011.1,1/29/2003 0:00,Vintage Cars
10111,28,1801.24,3/25/2003 0:00,Vintage Cars
10126,46,3390.2,5/28/2003 0:00,Vintage Cars
10139,20,1424,7/16/2003 0:00,Vintage Cars
10150,30,1499.1,9/19/2003 0:00,Vintage Cars
10163,48,3358.08,10/20/2003 0:00,Vintage Cars
10173,28,1504.16,11/5/2003 0:00,Vintage Cars
10183,39,2655.12,11/13/2003 0:00,Vintage Cars
10193,24,1244.16,11/21/2003 0:00,Vintage Cars
10206,28,1888.88,12/5/2003 0:00,Vintage Cars
10215,31,8,1/29/2018 0:00,Vintage Cars
10228,45,8,3/10/2018 0:00,Vintage Cars
10244,24,8,4/29/2018 0:00,Vintage Cars
10257,49,8,6/14/2018 0:00,Vintage Cars
10269,32,8,7/16/2018 0:00,Vintage Cars
10280,43,8,8/17/2018 0:00,Vintage Cars
10291,37,8,9/8/2018 0:00,Vintage Cars
10304,24,8,10/11/2018 0:00,Vintage Cars
10312,35,8,10/21/2018 0:00,Vintage Cars
10322,41,8,11/4/2018 0:00,Vintage Cars
10332,26,8,11/17/2018 0:00,Vintage Cars
10347,34,8,11/29/2018 0:00,Vintage Cars
10357,49,8,12/10/2018 0:00,Vintage Cars
10369,28,7,1/20/2019 0:00,Vintage Cars
10381,40,7,2/17/2019 0:00,Vintage Cars
10392,37,7,3/10/2019 0:00,Vintage Cars
10423,31,6,5/30/2019 0:00,Vintage Cars
10106,41,3421.04,2/17/2003 0:00,Ships
10119,21,1878.66,4/28/2003 0:00,Ships
10130,40,3853.6,6/16/2003 0:00,Ships
10143,46,3442.64,8/10/2003 0:00,Ships
10155,44,3482.16,10/6/2003 0:00,Ships
10167,46,3363.52,10/23/2003 0:00,Ships
10178,41,3350.52,11/8/2003 0:00,Ships
10186,32,2862.72,11/14/2003 0:00,Ships
10197,46,4036.04,11/26/2003 0:00,Ships
10209,28,8,1/9/2018 0:00,Ships
10222,49,8,2/19/2018 0:00,Ships
10248,21,8,5/7/2018 0:00,Ships
10262,32,8,6/24/2018 0:00,Ships
10273,34,8,7/21/2018 0:00,Ships
10283,21,8,8/20/2018 0:00,Ships
10296,21,8,9/15/2018 0:00,Ships
10307,31,8,10/14/2018 0:00,Ships
10316,21,8,11/1/2018 0:00,Ships
10327,25,8,11/10/2018 0:00,Ships
10338,28,8,11/22/2018 0:00,Ships
10350,43,8,12/2/2018 0:00,Ships
10373,22,7,1/31/2019 0:00,Ships
10386,37,7,3/1/2019 0:00,Ships
10398,28,7,3/30/2019 0:00,Ships
10400,30,7,4/1/2019 0:00,Ships
10414,44,6,5/6/2019 0:00,Ships
10103,25,2539.5,1/29/2003 0:00,Vintage Cars
10111,43,4818.15,3/25/2003 0:00,Vintage Cars
10126,30,2921.7,5/28/2003 0:00,Vintage Cars
10139,20,1801.2,7/16/2003 0:00,Vintage Cars
10150,26,2804.36,9/19/2003 0:00,Vintage Cars
10163,40,4900.8,10/20/2003 0:00,Vintage Cars
10173,31,2759.31,11/5/2003 0:00,Vintage Cars
10183,22,2488.2,11/13/2003 0:00,Vintage Cars
10193,23,2769.89,11/21/2003 0:00,Vintage Cars
10206,30,3581.4,12/5/2003 0:00,Vintage Cars
10215,49,8,1/29/2018 0:00,Vintage Cars
10228,31,8,3/10/2018 0:00,Vintage Cars
10244,29,8,4/29/2018 0:00,Vintage Cars
10257,37,8,6/14/2018 0:00,Vintage Cars
10270,38,8,7/19/2018 0:00,Vintage Cars
10280,29,8,8/17/2018 0:00,Vintage Cars
10291,23,8,9/8/2018 0:00,Vintage Cars
10304,26,8,10/11/2018 0:00,Vintage Cars
10312,38,8,10/21/2018 0:00,Vintage Cars
10322,48,8,11/4/2018 0:00,Vintage Cars
10332,40,8,11/17/2018 0:00,Vintage Cars
10347,45,8,11/29/2018 0:00,Vintage Cars
10357,44,8,12/10/2018 0:00,Vintage Cars
10369,21,7,1/20/2019 0:00,Vintage Cars
10381,35,7,2/17/2019 0:00,Vintage Cars
10392,29,7,3/10/2019 0:00,Vintage Cars
10423,21,6,5/30/2019 0:00,Vintage Cars
10105,22,3065.04,2/11/2003 0:00,Vintage Cars
10117,26,3551.34,4/16/2003 0:00,Vintage Cars
10128,41,5544.02,6/6/2003 0:00,Vintage Cars
10142,47,6034.33,8/8/2003 0:00,Vintage Cars
10153,31,3641.57,9/28/2003 0:00,Vintage Cars
10166,43,6930.74,10/21/2003 0:00,Vintage Cars
10177,23,3675.63,11/7/2003 0:00,Vintage Cars
10185,28,3442.04,11/14/2003 0:00,Vintage Cars
10196,49,6893.81,11/26/2003 0:00,Vintage Cars
10208,24,8,1/2/2018 0:00,Vintage Cars
10221,33,8,2/18/2018 0:00,Vintage Cars
10232,22,8,3/20/2018 0:00,Vintage Cars
10248,32,8,5/7/2018 0:00,Vintage Cars
10273,40,8,7/21/2018 0:00,Vintage Cars
10282,43,8,8/20/2018 0:00,Vintage Cars
10293,24,8,9/9/2018 0:00,Vintage Cars
10306,32,8,10/14/2018 0:00,Vintage Cars
10314,20,8,10/22/2018 0:00,Vintage Cars
10325,24,8,11/5/2018 0:00,Vintage Cars
10336,48,8,11/20/2018 0:00,Vintage Cars
10350,44,8,12/2/2018 0:00,Vintage Cars
10372,28,7,1/26/2019 0:00,Vintage Cars
10383,24,7,2/22/2019 0:00,Vintage Cars
10396,33,7,3/23/2019 0:00,Vintage Cars
10414,41,6,5/6/2019 0:00,Vintage Cars
10104,23,4556.99,1/31/2003 0:00,Classic Cars
10109,46,8257,3/10/2003 0:00,Classic Cars
10114,48,8209.44,4/1/2003 0:00,Classic Cars
10122,25,3598.5,5/8/2003 0:00,Classic Cars
10127,22,3837.24,6/3/2003 0:00,Classic Cars
10136,41,8331.61,7/4/2003 0:00,Classic Cars
10141,34,4836.5,8/1/2003 0:00,Classic Cars
10148,32,5418.88,9/11/2003 0:00,Classic Cars
10151,21,3734.01,9/21/2003 0:00,Classic Cars
10160,20,3996.4,10/11/2003 0:00,Classic Cars
10165,47,8754.69,10/22/2003 0:00,Classic Cars
10171,39,5481.45,11/5/2003 0:00,Classic Cars
10175,29,4419.89,11/6/2003 0:00,Classic Cars
10181,45,6324.75,11/12/2003 0:00,Classic Cars
10184,28,4409.72,11/14/2003 0:00,Classic Cars
10192,26,3918.46,11/20/2003 0:00,Classic Cars
10195,50,7620.5,11/25/2003 0:00,Classic Cars
10203,48,8291.04,12/2/2003 0:00,Classic Cars
10207,25,3937.25,12/9/2003 0:00,Classic Cars
10212,40,8,1/16/2018 0:00,Classic Cars
10225,43,8,2/22/2018 0:00,Classic Cars
10229,22,8,3/11/2018 0:00,Classic Cars
10239,47,8,4/12/2018 0:00,Classic Cars
10246,36,8,5/5/2018 0:00,Classic Cars
10253,40,8,6/1/2018 0:00,Classic Cars
10259,27,8,6/15/2018 0:00,Classic Cars
10266,29,8,7/6/2018 0:00,Classic Cars
10271,20,8,7/20/2018 0:00,Classic Cars
10278,42,8,8/6/2018 0:00,Classic Cars
10281,25,8,8/19/2018 0:00,Classic Cars
10287,36,8,8/30/2018 0:00,Classic Cars
10292,21,8,9/8/2018 0:00,Classic Cars
10301,23,4011.66,10/5/2003 0:00,Classic Cars
10305,37,8,10/13/2018 0:00,Classic Cars
10310,48,8,10/16/2018 0:00,Classic Cars
10313,25,8,10/22/2018 0:00,Classic Cars
10321,33,8,11/4/2018 0:00,Classic Cars
10324,27,8,11/5/2018 0:00,Classic Cars
10331,27,8,11/17/2018 0:00,Classic Cars
10334,20,8,11/19/2018 0:00,Classic Cars
10342,30,8,11/24/2018 0:00,Classic Cars
10349,48,8,12/1/2018 0:00,Classic Cars
10358,32,8,12/10/2018 0:00,Classic Cars
10366,34,7,1/10/2019 0:00,Classic Cars
